Student ID,Age,Gender,Year,GPA,Brain Dominance,Time Spent on Video (min),Avg Video Score,Video Completion Rate (%),Time Spent on Audio (min),Avg Audio Score,Audio Completion Rate (%),Time Spent on Article (min),Avg Article Score,Article Completion Rate (%),Time Spent on Interactive (min),Avg Interactive Score,Interactive Completion Rate (%),Progress (%),Total Scroll Depth on Articles (%),Visual,Aural,Read/Write,Kinesthetic,Primary VARK
1467,24,M,1st,3.03,Left,73,79,47,55,69,58,61,67,36,42,47,29,54,73,30.03,27.32,24.83,17.81,Visual
1468,21,F,2nd,3.51,Right,65,80,60,48,72,67,39,58,54,77,65,61,50,48,27.66,25.19,20.33,26.82,Visual
1469,21,M,2nd,3.71,Balanced,50,45,49,44,53,62,55,65,43,43,51,40,65,52,23.68,26.32,27.51,22.49,Read/Write
1470,23,F,3rd,2.58,Left,71,74,66,83,78,60,73,68,49,65,52,56,88,35,26.61,27.89,24.01,21.49,Aural
1471,24,F,4th,2.21,Left,49,46,38,64,75,55,69,64,44,59,75,61,73,44,18.88,27.87,25.24,28,Visual
1472,20,M,1st,2.92,Right,49,54,44,53,74,45,57,78,56,60,68,18,76,86,22.08,26.32,29.04,22.57,Read/Write
1473,20,F,2nd,3.48,Left,41,63,32,55,76,62,39,77,17,60,69,51,53,64,21.3,29.62,21.53,27.54,Aural
1474,24,F,3rd,3.84,Right,22,55,59,38,60,36,60,68,49,69,67,46,64,83,21.67,21.62,28.03,28.69,Visual
1475,19,M,1st,3.38,Right,48,71,34,52,56,47,68,82,59,56,47,35,94,47,23.86,23.46,31.92,20.76,Read/Write
1476,24,F,2nd,3.63,Right,51,60,45,56,78,70,48,60,53,46,65,56,80,44,22.69,29.65,23.33,24.32,Aural
1477,21,F,4th,2.68,Right,56,67,47,69,74,53,47,62,41,27,52,29,51,85,27.13,31.12,24.07,17.68,Aural
1478,22,M,2nd,3.99,Right,37,45,48,59,75,47,43,66,44,33,50,38,100,63,21.85,31.04,26.37,20.74,Aural
1479,25,F,4th,3.6,Right,48,48,29,55,63,39,68,62,34,38,65,35,65,38,21.26,26.83,27.84,24.07,Read/Write
1480,21,M,2nd,3.81,Left,35,67,49,63,75,62,52,65,53,65,76,55,66,32,21.36,27.73,23.62,27.28,Aural
1481,23,M,4th,2.74,Left,73,73,55,69,73,49,56,53,43,33,56,30,54,30,30.12,28.79,22.68,18.4,Visual
1482,20,M,3rd,3.99,Left,50,65,47,54,62,41,44,46,42,62,56,36,58,51,26.96,26.08,21.62,25.34,Visual
1483,23,F,2nd,2.63,Right,53,49,36,74,80,57,59,80,48,66,68,34,68,47,19.38,29.85,26.83,23.94,Aural
1484,24,F,4th,3.66,Left,53,80,38,44,50,66,47,52,45,44,52,34,54,73,28.94,25.87,23.62,21.57,Visual
1485,22,M,4th,3.94,Right,58,37,50,55,76,62,86,75,39,61,79,51,85,52,19.23,26.69,27.51,26.57,Read/Write
1486,22,F,4th,2.36,Balanced,78,72,60,76,77,62,52,56,53,39,58,40,100,91,28.87,29.69,22.16,19.28,Visual
1487,18,M,3rd,3.11,Balanced,40,58,38,50,72,52,64,60,62,66,74,36,50,44,20.44,26.05,27.11,26.4,Read/Write
1488,25,F,1st,2.48,Balanced,69,55,37,75,82,75,55,71,30,36,56,40,72,76,23.32,33.72,23.36,19.59,Aural
1489,19,M,1st,3.49,Right,53,64,47,37,54,58,55,55,52,65,62,43,57,94,25.62,23.09,24.93,26.36,Kinesthetic
1490,20,M,3rd,2.49,Balanced,63,75,63,49,52,41,50,51,55,62,56,39,60,85,30.79,21.71,23.57,23.93,Visual
1491,22,M,1st,2.58,Balanced,72,72,60,80,70,52,53,59,48,50,55,55,79,75,28.1,27.77,22.14,21.98,Visual
1492,22,F,1st,3.18,Right,38,42,34,43,49,37,58,67,56,45,39,29,98,62,21.24,24.12,33.74,20.91,Read/Write
1493,25,F,3rd,3.68,Balanced,48,65,48,69,87,41,45,51,40,59,65,44,53,98,24.31,30.08,20.36,25.24,Aural
1494,21,F,1st,2.08,Balanced,64,83,59,39,52,29,39,41,32,52,52,39,54,65,35.57,20.9,19.13,24.4,Visual
1495,19,F,3rd,3.03,Right,36,62,19,39,48,29,61,81,37,73,77,64,87,68,19.25,18.45,28.8,33.5,Visual
1496,21,M,4th,3.16,Balanced,52,54,41,52,47,58,49,71,51,50,64,54,90,75,22.86,23.93,26.97,26.24,Read/Write
1497,25,F,4th,3.8,Right,55,61,40,60,67,55,63,52,40,75,82,71,62,34,21.81,25.28,21.32,31.59,Kinesthetic
1498,20,F,4th,3.71,Right,73,83,60,43,58,40,62,56,52,46,64,58,96,47,31.16,20.5,24.13,24.21,Visual
1499,24,F,2nd,3.7,Left,29,49,49,53,60,44,52,78,55,64,67,45,51,38,19.64,24.26,28.92,27.18,Read/Write
1500,24,F,2nd,2.37,Left,62,80,58,67,72,61,43,48,34,67,71,61,91,89,27.83,27.51,17.31,27.34,Visual
1501,24,F,1st,3.93,Right,35,40,49,56,78,55,46,48,41,66,62,54,58,48,19.45,30.45,21.39,28.71,Aural
1502,24,F,3rd,3.25,Right,69,79,66,37,58,40,48,68,49,65,54,44,62,88,31.48,20.22,24.59,23.71,Visual
1503,20,M,3rd,3.51,Balanced,63,76,47,44,60,48,48,63,51,72,73,52,79,62,26.83,21.84,23.23,28.1,Kinesthetic
1504,24,M,1st,3.81,Right,50,62,58,66,74,32,46,49,34,59,60,45,65,82,26.6,27.44,20.28,25.67,Aural
1505,23,M,3rd,2.06,Right,78,80,72,57,63,43,51,74,56,92,82,41,99,89,28.88,20.71,23.14,27.27,Visual
1506,23,M,3rd,3.46,Left,81,77,47,46,53,39,39,51,26,48,62,44,61,95,33.24,22.43,19.16,25.17,Visual
1507,22,M,2nd,2.37,Left,62,68,34,46,51,28,61,77,58,62,74,46,80,77,24.66,18.76,29.28,27.3,Read/Write
1508,20,M,4th,2.95,Right,50,78,48,72,76,59,63,75,41,34,43,42,61,52,26.18,30.11,26.44,17.28,Aural
1509,21,M,2nd,2.62,Balanced,50,63,33,57,48,44,76,81,66,45,53,46,70,48,22.46,22.19,33.62,21.74,Read/Write
1510,18,M,4th,3.92,Right,44,65,43,47,63,39,31,75,60,74,79,76,52,70,21.98,21.52,24.18,32.32,Kinesthetic
1511,20,F,3rd,3.81,Left,63,75,47,51,55,60,50,64,39,62,56,61,72,40,27.4,24.05,22.75,25.79,Visual
1512,20,M,3rd,2.4,Left,68,73,65,46,61,41,63,66,34,56,79,59,95,39,28.65,20.94,23.01,27.4,Visual
1513,22,M,3rd,3.36,Left,75,75,55,53,64,40,47,77,48,42,40,32,70,93,31.36,24.32,26.95,17.36,Visual
1514,19,F,2nd,3.31,Left,60,53,49,57,50,65,29,53,50,52,49,60,84,55,25.84,27.13,21.52,25.5,Aural
1515,19,F,3rd,3.54,Right,49,63,32,69,71,67,51,48,44,58,59,56,92,83,22.08,30.87,21.28,25.78,Aural
1516,22,F,4th,2.65,Balanced,57,68,41,60,82,62,56,72,54,66,78,53,71,56,22.22,27.25,24.26,26.27,Aural
1517,22,M,2nd,2.07,Left,60,62,37,69,54,65,54,67,59,56,57,53,82,33,23.24,26.65,26.18,23.93,Aural
1518,21,M,3rd,2.67,Right,69,60,37,82,81,61,55,72,53,34,61,38,84,78,23.42,31.6,25.68,19.3,Aural
1519,23,M,3rd,2.51,Balanced,49,49,52,66,78,66,58,57,50,70,68,67,60,61,20.43,28.99,22.6,27.97,Aural
1520,25,M,3rd,3.18,Right,93,79,50,54,65,47,51,70,48,48,63,52,60,86,30.57,23.1,23.68,22.65,Visual
1521,25,F,3rd,3.15,Balanced,56,69,70,44,57,50,65,68,61,62,68,74,68,96,26.22,20.45,26.06,27.27,Kinesthetic
1522,23,M,4th,2.57,Balanced,48,49,23,82,74,53,44,55,16,61,68,32,56,71,19.84,34.01,19.41,26.73,Aural
1523,24,F,4th,2.23,Balanced,77,73,63,59,69,44,62,66,48,61,79,60,97,62,27.7,22.76,23.11,26.42,Visual
1524,22,M,2nd,2.77,Left,47,71,47,45,53,22,42,48,51,60,69,45,72,87,27.73,20.24,23.08,28.96,Kinesthetic
1525,21,F,2nd,3.22,Balanced,65,73,45,81,87,43,50,60,56,55,57,53,51,95,25.37,29.36,22.76,22.51,Aural
1526,20,F,3rd,2.55,Balanced,65,76,43,53,52,54,63,73,62,62,75,67,76,82,25.01,21.07,26.56,27.36,Kinesthetic
1527,25,M,2nd,2.85,Right,60,70,41,64,81,48,46,62,62,40,58,57,84,54,24.94,28.23,24.47,22.37,Aural
1528,21,F,3rd,3.83,Right,51,65,54,57,66,51,60,70,53,36,49,26,70,54,26.57,27.17,28.6,17.65,Read/Write
1529,19,M,2nd,2.69,Right,62,65,59,60,66,35,68,66,40,53,53,50,56,48,27.31,24.07,25.78,22.84,Visual
1530,23,F,3rd,3.97,Balanced,83,84,61,57,44,32,43,57,39,39,54,48,60,84,35.52,20.49,21.92,22.06,Visual
1531,21,M,3rd,2.83,Balanced,46,44,41,70,83,59,45,70,50,71,78,46,73,49,18.33,30.16,23.7,27.81,Aural
1532,24,M,3rd,3.48,Left,67,52,12,54,71,64,60,67,48,79,75,82,86,78,18.1,25.96,24.08,31.86,Kinesthetic
1533,18,M,3rd,2.79,Left,58,68,54,49,65,51,50,55,40,53,57,50,76,37,27.7,25.51,22.32,24.46,Visual
1534,20,M,4th,3.68,Balanced,39,50,29,56,68,40,51,68,46,33,52,34,53,91,20.87,28.93,29.08,21.13,Read/Write
1535,20,M,3rd,2.03,Left,72,51,49,59,79,46,31,54,28,52,61,42,75,49,26.78,29.81,18.56,24.85,Aural
1536,20,M,2nd,2.61,Right,82,65,51,80,77,50,52,61,38,52,61,38,78,31,27.63,29.27,21.55,21.55,Aural
1537,20,M,4th,3.62,Right,69,72,44,20,58,46,69,77,100,64,71,46,89,78,25.22,17.3,32.78,24.7,Read/Write
1538,23,M,3rd,2.18,Balanced,40,56,26,49,50,29,72,81,56,58,51,45,85,46,20.32,20.9,34.09,24.7,Read/Write
1539,20,F,1st,3.93,Balanced,54,73,51,88,66,61,63,72,56,49,71,52,79,48,23.8,27.88,25.29,23.02,Aural
1540,22,M,2nd,2.16,Left,51,57,50,65,81,62,65,74,55,72,74,54,58,64,20.69,27.47,25.57,26.27,Aural
1541,23,M,3rd,3.9,Balanced,63,50,32,44,52,31,48,63,44,45,45,47,55,66,25.5,22.77,27.76,23.97,Read/Write
1542,21,M,3rd,2.56,Right,71,85,51,50,50,28,51,54,17,73,73,48,92,85,31.87,19.59,18.96,29.57,Visual
1543,20,F,2nd,2.69,Right,64,70,42,87,75,76,49,61,65,84,81,38,94,33,22.46,29.63,22.01,25.91,Aural
1544,20,F,4th,2.22,Left,45,51,37,55,62,52,53,52,35,51,77,43,55,94,21.62,27.34,22.68,28.35,Visual
1545,22,F,2nd,3.56,Left,54,50,40,69,77,70,69,72,43,60,63,67,52,64,19.56,29.42,25.32,25.69,Aural
1546,22,M,3rd,2.18,Left,62,66,51,42,60,29,50,82,41,54,72,34,87,71,27.3,20.51,27.21,24.99,Visual
1547,22,M,1st,2.74,Balanced,69,72,45,60,88,60,52,68,53,44,60,44,94,63,25.89,29.26,24.13,20.72,Aural
1548,20,M,1st,2.39,Left,48,56,35,53,56,38,66,69,49,57,64,51,94,88,21.79,22.89,28.6,26.72,Visual
1549,22,M,1st,2.94,Right,60,66,60,54,74,36,42,60,44,40,59,47,69,93,28.56,25.9,22.79,22.75,Visual
1550,19,M,4th,2.35,Right,60,66,49,45,66,24,58,60,43,52,72,58,92,89,26.59,21.19,24.43,27.8,Kinesthetic
1551,19,M,2nd,2.33,Right,82,85,57,61,74,57,70,65,42,38,56,48,53,75,30.46,26.16,23.98,19.4,Visual
1552,24,M,1st,2.03,Balanced,47,61,38,31,42,32,48,77,48,44,57,43,98,86,25.71,18.39,30.71,25.19,Read/Write
1553,19,M,1st,3.96,Balanced,54,77,30,51,38,52,55,71,48,60,63,59,99,67,25.19,20.74,26.68,27.4,Kinesthetic
1554,24,M,1st,3.98,Balanced,64,68,62,54,75,69,64,82,52,74,75,55,67,81,24.24,24.94,25.21,25.62,Kinesthetic
1555,18,F,1st,3.8,Balanced,58,75,50,43,53,41,32,68,48,36,54,34,91,90,30.8,22.9,25.27,21.03,Visual
1556,20,F,4th,3.55,Left,47,58,44,57,68,69,68,69,46,54,53,24,95,81,22.76,29.29,27.85,20.1,Aural
1557,23,F,2nd,3.48,Right,55,67,60,72,65,41,47,67,53,88,82,64,90,53,23.91,23.36,22.15,30.58,Kinesthetic
1558,19,F,2nd,3.69,Balanced,67,78,54,53,64,35,76,73,56,45,54,50,57,50,28.31,21.81,28.86,21.02,Read/Write
1559,25,F,3rd,3.19,Balanced,57,68,46,59,78,69,77,71,69,67,77,71,92,92,21.35,25.58,26.53,26.53,Read/Write
1560,22,F,3rd,3.08,Left,52,46,55,59,59,33,71,63,48,22,49,35,65,91,25.34,25.69,30.56,18.41,Read/Write
1561,23,F,4th,3.05,Left,39,46,59,54,68,40,54,57,35,64,41,47,52,94,23.62,27.37,24.46,24.56,Aural
1562,19,F,4th,2.52,Left,66,58,38,51,62,56,83,61,46,47,68,34,81,80,24.08,25.19,27.93,22.8,Read/Write
1563,21,M,2nd,3.8,Left,40,48,36,40,46,20,70,75,54,69,67,52,75,87,20.12,17.44,32.2,30.23,Read/Write
1564,25,F,3rd,3.76,Left,38,57,38,63,79,44,61,46,52,49,54,34,63,30,21.91,30.61,25.13,22.35,Aural
1565,23,F,4th,3.71,Left,34,49,28,61,74,43,61,69,58,52,64,56,76,90,17.34,27.6,28.73,26.33,Read/Write
1566,24,F,4th,2.06,Left,64,66,61,57,53,49,70,72,58,58,58,48,81,72,26.73,22.17,28.11,23,Read/Write
1567,18,F,3rd,2.82,Right,53,57,39,57,52,51,71,87,65,52,55,26,62,97,22.44,23.69,33.66,20.21,Read/Write
1568,24,M,2nd,2.16,Balanced,39,49,45,71,79,63,57,42,58,47,70,61,90,79,19.62,31.45,22.47,26.46,Aural
1569,24,F,2nd,2.39,Left,76,66,39,60,64,33,33,46,32,71,58,39,60,69,29.21,25.66,18.18,26.95,Visual
1570,24,M,2nd,2.91,Left,61,67,67,53,54,42,70,79,54,45,50,29,53,99,28.81,22.14,30.4,18.65,Read/Write
1571,22,M,3rd,3.1,Right,43,58,32,66,66,38,65,87,56,71,73,55,68,48,18.93,23.86,29.45,27.75,Read/Write
1572,21,F,3rd,3.8,Right,54,72,53,51,58,59,64,66,57,46,52,35,87,61,27.08,24.99,27.88,20.05,Visual
1573,21,F,4th,2.2,Left,38,51,26,76,69,57,57,69,70,57,55,42,100,48,17.64,30.07,29.27,23.03,Aural
1574,25,M,2nd,2.42,Left,53,76,60,41,47,36,56,69,46,46,58,43,60,68,30,19.55,27.16,23.29,Visual
1575,19,F,4th,3.83,Balanced,52,51,45,33,53,62,74,76,52,41,46,36,93,98,23.7,23.79,32.65,19.87,Read/Write
1576,23,F,1st,3.58,Balanced,58,61,47,37,57,33,69,76,42,55,66,59,57,47,24.96,19.55,28.44,27.05,Read/Write
1577,22,M,4th,3.9,Right,31,62,39,51,54,50,45,49,31,31,42,38,66,93,25.79,29.22,23.87,21.11,Aural
1578,21,F,3rd,2.28,Left,32,55,29,73,67,46,73,60,68,56,54,40,51,86,18.36,28.47,30.21,22.96,Read/Write
1579,23,F,4th,3.56,Left,53,77,39,48,73,53,54,77,70,44,62,66,66,80,23.96,24.42,27.9,23.72,Read/Write
1580,23,M,3rd,3.41,Right,33,51,34,54,69,51,65,68,54,44,48,38,62,48,19.63,28.65,30.49,21.23,Read/Write
1581,18,F,2nd,2.56,Left,47,54,41,49,75,58,77,72,57,44,58,38,92,49,21.15,27.37,30.41,21.07,Read/Write
1582,25,F,2nd,3.62,Balanced,36,48,37,60,51,28,43,69,38,61,55,32,83,75,21.67,24.67,27.36,26.3,Read/Write
1583,20,F,1st,2.61,Balanced,55,66,33,58,60,52,59,65,55,47,59,53,51,64,23.61,25.49,26.92,23.97,Read/Write
1584,18,M,3rd,3.37,Left,36,49,23,56,72,52,53,47,20,51,48,56,67,33,19.58,32.13,21.36,26.93,Aural
1585,25,M,3rd,2.32,Right,46,56,49,38,61,41,44,62,43,42,51,49,79,54,25.76,24.34,25.76,24.14,Visual
1586,19,F,4th,3.19,Right,56,63,50,34,54,32,51,70,44,56,60,43,83,53,27.33,19.85,27.09,25.74,Visual
1587,19,M,1st,2.5,Balanced,47,44,34,62,66,27,62,75,45,62,62,26,71,54,20.12,25.49,29.81,24.58,Read/Write
1588,21,M,2nd,3.57,Left,63,73,64,52,68,51,49,43,47,41,61,50,76,32,30.17,26.04,20.62,23.17,Visual
1589,18,F,1st,2.01,Left,70,65,43,48,71,58,48,61,47,56,62,48,99,32,26.16,26.29,23.1,24.45,Aural
1590,21,F,1st,2.99,Left,61,50,55,68,69,59,52,72,55,50,54,30,83,89,24.14,28.94,26.83,20.09,Aural
1591,22,M,1st,3.3,Left,27,56,48,45,71,46,56,71,54,56,81,59,60,67,19.62,24.33,26.82,29.23,Kinesthetic
1592,21,F,4th,3.26,Left,57,54,39,45,61,51,71,72,57,72,80,51,74,71,21.03,22.19,28.04,28.74,Kinesthetic
1593,21,M,1st,3.47,Left,44,49,41,57,57,43,60,52,48,52,59,39,56,60,22.33,26.14,26.34,25.2,Read/Write
1594,24,M,3rd,2.51,Left,64,78,65,78,76,58,80,77,41,53,62,46,90,43,26.61,27.1,25.54,20.75,Aural
1595,24,M,4th,3.57,Left,19,52,41,65,71,38,64,68,31,68,70,44,88,88,18.01,27.53,25.86,28.6,Kinesthetic
1596,18,F,3rd,3.9,Left,54,69,41,65,49,42,48,81,55,73,69,62,92,31,23.45,21.61,26.46,28.47,Kinesthetic
1597,19,M,2nd,2.67,Right,57,67,45,57,80,40,69,59,31,50,69,56,52,45,24.79,26.39,23.15,25.66,Aural
1598,20,F,4th,3.12,Left,57,80,53,66,85,44,53,58,38,69,75,61,52,87,25.84,26.64,20.08,27.44,Kinesthetic
1599,25,F,1st,2.2,Balanced,56,63,41,67,78,84,58,62,46,49,60,52,70,97,22.52,31.73,23.23,22.52,Aural
1600,22,F,2nd,2.26,Left,59,74,49,54,68,62,36,49,20,32,41,33,54,100,31.58,31.58,18.54,18.29,Visual
1601,20,M,4th,3.57,Right,55,67,40,65,75,49,39,79,61,55,71,67,93,80,22.47,26.09,25.03,26.41,Kinesthetic
1602,21,F,3rd,3.37,Left,69,72,51,61,81,51,42,69,50,58,66,52,84,78,26.41,26.89,22.49,24.21,Visual
1603,19,M,1st,3.24,Right,49,47,39,40,61,33,74,75,77,55,65,46,59,30,20.26,20.75,33.75,25.24,Read/Write
1604,22,F,3rd,2.27,Right,68,56,54,52,50,46,41,53,45,50,58,58,56,30,27.96,23.41,22.27,26.35,Visual
1605,18,M,3rd,3.69,Balanced,56,64,48,70,65,32,30,56,36,63,65,47,68,35,26.47,26.37,19.66,27.49,Kinesthetic
1606,21,M,1st,2.8,Balanced,47,63,51,67,72,64,84,76,64,52,62,46,90,52,21.69,27.06,29.72,21.53,Read/Write
1607,19,F,2nd,2.8,Right,65,75,66,56,63,65,46,52,45,78,82,75,60,32,26.9,23.87,18.67,30.55,Kinesthetic
1608,24,F,1st,2.51,Right,51,58,44,65,51,43,38,56,46,50,70,59,50,53,24.3,24.81,22.37,28.52,Kinesthetic
1609,23,M,4th,2.4,Balanced,54,71,52,60,58,32,49,45,36,47,65,45,68,70,28.93,24.41,20.9,25.76,Visual
1610,22,M,3rd,3.48,Balanced,59,67,28,76,74,58,48,68,57,35,63,48,80,51,22.85,30.15,25.36,21.64,Aural
1611,20,F,2nd,3.57,Left,53,58,46,51,72,65,58,58,69,57,80,60,52,34,21.6,25.97,25.03,27.4,Kinesthetic
1612,25,M,3rd,3.85,Balanced,62,64,32,56,66,43,58,64,41,51,49,34,57,73,25.58,26.68,26.3,21.45,Aural
1613,20,M,4th,3.17,Right,48,41,46,62,55,58,63,74,51,65,71,69,75,49,18.98,24.68,27.15,29.19,Kinesthetic
1614,19,F,1st,3.27,Right,51,62,31,63,71,57,66,82,58,57,72,48,93,68,20.24,26.38,28.68,24.7,Read/Write
1615,23,M,3rd,3.73,Balanced,56,75,58,47,52,33,44,67,48,43,49,45,69,44,30.66,21.39,25.98,21.97,Visual
1616,18,F,1st,2.06,Left,65,62,47,49,61,52,44,48,36,76,77,61,90,50,25.59,23.97,18.93,31.51,Kinesthetic
1617,24,F,4th,2.39,Right,59,75,67,79,76,68,31,51,43,49,58,38,88,35,28.95,31.81,18.19,21.05,Aural
1618,25,F,2nd,2.88,Left,56,66,47,56,63,33,68,77,56,79,89,51,97,79,22.76,20.61,27.01,29.63,Kinesthetic
1619,23,F,3rd,3.87,Left,71,75,52,25,57,38,55,67,49,46,64,52,75,96,30.19,18.82,26.17,24.82,Visual
1620,22,F,2nd,3.33,Right,41,58,42,71,64,50,31,56,39,62,76,59,71,72,21.85,28.12,19.72,30.3,Kinesthetic
1621,18,F,3rd,2.34,Right,35,49,47,77,68,54,59,53,36,74,82,62,97,91,18.89,28.42,21.24,31.45,Kinesthetic
1622,25,M,1st,2.84,Balanced,73,75,47,58,66,64,16,48,38,76,74,54,100,89,28.33,27.04,15.19,29.44,Kinesthetic
1623,21,F,1st,2.27,Left,59,76,68,64,75,44,62,67,48,66,64,42,74,87,27.54,25.09,24.05,23.32,Visual
1624,18,M,2nd,3.27,Left,61,71,73,68,74,42,56,57,38,51,59,55,80,55,28.87,26.35,21.46,23.32,Visual
1625,24,M,4th,3.6,Balanced,52,74,48,44,67,50,59,67,49,37,52,46,71,53,27.15,25.06,26.97,20.82,Visual
1626,23,M,1st,3.25,Right,37,56,56,46,72,64,41,41,36,49,75,66,63,86,23.28,28.6,18.28,29.85,Kinesthetic
1627,18,F,3rd,2.79,Left,74,84,75,84,74,46,46,63,53,50,61,50,99,96,30.56,26.78,21.43,21.23,Visual
1628,18,M,3rd,3.4,Left,58,60,49,57,57,43,78,81,73,69,70,80,59,93,21.64,20.36,29.97,28.04,Read/Write
1629,18,M,4th,2.12,Balanced,48,61,31,39,55,27,56,70,35,69,77,56,84,92,22.53,19.58,25.9,31.99,Kinesthetic
1630,18,F,1st,2.02,Balanced,12,57,29,57,67,61,44,51,18,63,67,53,74,81,17.74,31.43,19.71,31.13,Aural
1631,25,M,2nd,3.95,Right,68,66,33,85,69,56,47,62,31,63,55,35,86,67,25.07,30.9,21.31,22.72,Aural
1632,21,M,1st,2.45,Balanced,64,75,63,56,70,56,60,62,45,37,50,56,53,99,29.12,26.34,24.07,20.48,Visual
1633,22,M,1st,3.93,Balanced,41,50,35,72,55,48,68,81,67,42,61,57,55,77,18.79,25.46,32,23.75,Read/Write
1634,25,F,4th,3.53,Left,73,69,59,62,63,32,50,61,39,60,49,45,83,38,30.16,23.97,22.94,22.94,Visual
1635,20,M,1st,3.74,Left,64,78,55,63,76,76,45,44,43,57,74,51,55,95,27.31,29.43,17.96,25.31,Aural
1636,21,M,3rd,2.98,Balanced,35,51,40,31,56,40,63,78,49,60,74,32,54,53,20.57,20.95,31.06,27.42,Read/Write
1637,21,F,2nd,3.84,Balanced,64,76,53,64,76,57,53,61,57,60,71,46,67,42,26.22,26.7,22.98,24.1,Aural
1638,19,M,4th,2.96,Balanced,40,50,42,54,72,35,42,72,66,57,57,34,75,97,21.1,26.25,28.95,23.7,Read/Write
1639,22,F,1st,2.48,Left,46,63,40,58,64,60,57,49,47,65,67,59,82,73,22.49,26.9,22.4,28.22,Kinesthetic
1640,24,F,2nd,3.47,Balanced,36,55,64,77,74,45,55,54,37,46,72,51,84,54,23.08,29.38,21.84,25.7,Aural
1641,23,M,3rd,3.81,Balanced,56,61,41,70,82,38,71,74,49,45,62,57,72,45,22.32,27.2,27.37,23.11,Read/Write
1642,25,F,2nd,2.75,Right,60,76,65,66,63,42,46,54,27,57,64,51,91,96,29.91,25.37,19.16,25.55,Visual
1643,25,F,2nd,2.01,Left,53,72,31,56,82,46,70,63,55,67,62,51,79,84,22.47,26.38,26.09,25.05,Aural
1644,22,M,3rd,3.58,Balanced,66,83,61,50,59,55,35,59,38,50,54,26,98,59,32.96,25.47,21.04,20.53,Visual
1645,21,F,4th,2.38,Left,54,74,49,53,47,29,64,64,52,58,60,35,70,78,27.98,20.07,27.94,24.01,Visual
1646,22,M,2nd,3.54,Left,62,80,43,38,48,36,62,70,65,51,57,41,61,54,28.68,18.7,29.86,22.76,Visual
1647,25,F,1st,3.7,Right,44,65,32,39,58,42,50,55,32,60,69,49,59,30,24.02,23.38,22.93,29.68,Kinesthetic
1648,22,F,1st,3.1,Right,45,59,37,67,80,55,25,45,33,50,57,39,68,38,23.9,34.01,17.55,24.54,Aural
1649,18,F,1st,2.63,Left,46,56,53,53,79,44,68,60,48,61,59,48,93,55,22.86,26.63,25.8,24.7,Aural
1650,25,F,1st,3.9,Right,46,48,34,69,75,56,65,63,58,69,71,66,80,88,17.87,27.93,25.69,28.51,Kinesthetic
1651,19,F,4th,3.9,Left,69,72,56,72,62,40,46,52,43,36,60,56,68,59,29.62,26.09,21.22,23.06,Visual
1652,19,F,2nd,2.1,Right,65,64,74,51,67,52,30,52,30,63,88,48,64,31,28.97,24.84,16.7,29.49,Kinesthetic
1653,21,F,1st,2.01,Left,57,67,53,23,53,24,78,81,56,56,83,62,86,93,25.31,14.94,30.72,29.03,Visual
1654,22,M,1st,2.92,Balanced,63,74,57,72,74,57,63,69,74,72,58,40,54,66,25.29,26.33,26.48,21.9,Read/Write
1655,22,F,2nd,3.24,Balanced,50,71,50,59,61,38,51,53,33,49,60,23,75,38,28.64,26.24,22.76,22.36,Visual
1656,18,F,2nd,2.56,Balanced,47,51,37,60,78,46,36,66,54,41,44,51,80,33,22.01,30.41,25.77,21.81,Aural
1657,18,F,3rd,3.9,Left,51,70,58,48,45,38,53,57,36,80,64,60,52,30,27.39,19.77,22.34,30.51,Kinesthetic
1658,25,M,3rd,2.81,Balanced,67,68,63,56,36,38,54,57,57,52,52,46,73,62,30.78,19.8,26.08,23.34,Visual
1659,24,M,1st,3.34,Right,41,65,34,40,52,39,57,68,71,72,72,58,65,57,21.42,19.66,28.98,29.95,Kinesthetic
1660,21,F,3rd,2.3,Balanced,47,59,28,50,70,48,59,85,49,41,59,32,66,90,21.4,26.65,30.83,21.12,Read/Write
1661,19,F,2nd,2.91,Left,43,63,40,37,51,28,39,46,27,43,60,55,60,86,27.59,21.97,21.04,29.41,Kinesthetic
1662,20,F,4th,2.27,Right,58,71,60,60,64,49,74,78,67,67,77,59,56,59,24.15,22.07,27.82,25.97,Read/Write
1663,23,F,1st,3.55,Left,49,54,40,66,56,69,34,50,34,49,55,39,90,54,24.15,31.45,20.2,24.2,Aural
1664,23,F,2nd,3.4,Balanced,73,80,60,61,77,65,56,82,54,43,59,46,96,52,28.02,26.73,25.64,19.6,Visual
1665,25,M,2nd,3.14,Left,59,61,63,51,56,45,66,69,67,26,58,54,71,60,26.88,22.57,29.75,20.8,Read/Write
1666,24,F,3rd,3.96,Right,44,43,25,38,39,36,36,63,46,67,72,38,76,94,20.4,20.34,26.8,32.45,Kinesthetic
1667,23,F,1st,2.69,Left,44,61,58,50,64,48,65,71,47,62,73,49,61,73,23.45,23.45,26.44,26.65,Visual
1668,24,M,2nd,3.6,Balanced,52,69,42,78,63,46,55,66,49,60,62,48,80,80,23.95,26.78,24.72,24.55,Aural
1669,24,M,2nd,2.87,Left,31,63,37,56,77,73,28,61,60,76,71,71,77,98,19.13,29.15,21.31,30.41,Kinesthetic
1670,25,F,3rd,3.51,Left,56,58,28,60,72,41,52,56,37,25,46,49,56,55,24.54,29.97,24.9,20.59,Aural
